rect_type,N,trial,estimate
wide,12100,13,0.935253
wide,12100,14,0.969
wide,12100,15,0.937664
wide,12100,16,0.936057
wide,12100,17,0.939271
wide,12100,18,0.919987
wide,12100,19,0.958554
wide,12100,20,0.979445
wide,12100,21,0.948913
wide,12100,22,0.939271
wide,12100,23,0.964179
wide,12100,24,0.960161
wide,12100,25,0.87901
wide,12100,26,0.929629
wide,12100,27,0.932843
wide,12100,28,0.929629
wide,12100,29,0.969803
narrow,12100,0,0.941219
narrow,12100,1,0.953409
narrow,12100,2,0.949897
narrow,12100,3,0.942769
narrow,12100,4,0.955682
narrow,12100,5,0.943285
narrow,12100,6,0.950723
narrow,12100,7,0.944628
narrow,12100,8,0.947417
narrow,12100,9,0.95186
narrow,12100,10,0.944318
narrow,12100,11,0.94845
narrow,12100,12,0.939566
narrow,12100,13,0.942975
narrow,12100,14,0.941219
narrow,12100,15,0.942355
narrow,12100,16,0.947314
narrow,12100,17,0.943905
narrow,12100,18,0.942769
narrow,12100,19,0.947624
narrow,12100,20,0.942045
narrow,12100,21,0.942252
narrow,12100,22,0.93905
narrow,12100,23,0.940702
narrow,12100,24,0.951136
narrow,12100,25,0.940393
narrow,12100,26,0.946074
narrow,12100,27,0.941942
narrow,12100,28,0.936777
narrow,12100,29,0.934091
wide,12600,0,0.958325
wide,12600,1,1.01774
wide,12600,2,0.954467
wide,12600,3,0.904313
wide,12600,4,0.916659
wide,12600,5,0.972985
wide,12600,6,0.976843
wide,12600,7,0.903541
wide,12600,8,0.909714
wide,12600,9,0.943664
wide,12600,10,0.935177
wide,12600,11,0.976072
wide,12600,12,0.894282
wide,12600,13,0.910486
wide,12600,14,0.93672
wide,12600,15,0.945208
wide,12600,16,0.926689
wide,12600,17,0.899683
wide,12600,18,0.953695
wide,12600,19,0.933634
wide,12600,20,0.912029
wide,12600,21,0.865733
wide,12600,22,0.939806
wide,12600,23,0.927461
wide,12600,24,0.942121
wide,12600,25,0.969127
wide,12600,26,0.981473
wide,12600,27,0.959868
wide,12600,28,0.948294
wide,12600,29,0.9753
narrow,12600,0,0.941865
narrow,12600,1,0.944345
narrow,12600,2,0.938393
narrow,12600,3,0.946429
narrow,12600,4,0.946925
narrow,12600,5,0.934722
narrow,12600,6,0.945635
narrow,12600,7,0.939187
narrow,12600,8,0.950298
narrow,12600,9,0.950794
narrow,12600,10,0.943452
narrow,12600,11,0.955952
narrow,12600,12,0.940774
narrow,12600,13,0.939385
narrow,12600,14,0.943452
narrow,12600,15,0.948313
narrow,12600,16,0.944643
narrow,12600,17,0.944444
narrow,12600,18,0.940774
narrow,12600,19,0.943155
narrow,12600,20,0.945536
narrow,12600,21,0.942163
narrow,12600,22,0.936806
narrow,12600,23,0.948214
narrow,12600,24,0.942758
narrow,12600,25,0.93621
narrow,12600,26,0.944544
narrow,12600,27,0.937897
narrow,12600,28,0.944544
narrow,12600,29,0.94752
wide,13100,0,0.940301
wide,13100,1,0.914326
wide,13100,2,0.959597
wide,13100,3,0.925458
wide,13100,4,0.972214
wide,13100,5,0.978151
wide,13100,6,0.923974
wide,13100,7,0.969987
wide,13100,8,0.929169
wide,13100,9,0.929911
wide,13100,10,0.975924
wide,13100,11,0.925458
wide,13100,12,0.92249
wide,13100,13,0.952918
wide,13100,14,0.939559
wide,13100,15,0.94327
wide,13100,16,0.952918
wide,13100,17,0.962566
wide,13100,18,0.918037
wide,13100,19,0.893546
wide,13100,20,0.990025
wide,13100,21,0.924716
wide,13100,22,0.929169
wide,13100,23,0.969987
wide,13100,24,0.960339
wide,13100,25,0.9262
wide,13100,26,0.944754
wide,13100,27,0.931395
wide,13100,28,0.930653
wide,13100,29,0.97444
narrow,13100,0,0.93626
narrow,13100,1,0.948855
narrow,13100,2,0.947996
narrow,13100,3,0.95105
narrow,13100,4,0.941603
narrow,13100,5,0.948092
narrow,13100,6,0.945802
narrow,13100,7,0.937118
narrow,13100,8,0.95105
narrow,13100,9,0.947901
narrow,13100,10,0.945324
narrow,13100,11,0.94895
narrow,13100,12,0.938168
narrow,13100,13,0.946279
narrow,13100,14,0.939981
narrow,13100,15,0.947137
narrow,13100,16,0.945992
narrow,13100,17,0.953149
narrow,13100,18,0.938263
narrow,13100,19,0.944752
narrow,13100,20,0.949141
narrow,13100,21,0.952099
narrow,13100,22,0.933969
narrow,13100,23,0.952767
narrow,13100,24,0.942557
narrow,13100,25,0.939599
narrow,13100,26,0.950382
narrow,13100,27,0.945229
narrow,13100,28,0.943798
narrow,13100,29,0.943511
wide,13600,0,0.925033
wide,13600,1,0.922888
wide,13600,2,0.96721
wide,13600,3,0.913595
wide,13600,4,0.922173
wide,13600,5,0.922173
wide,13600,6,0.91288
wide,13600,7,0.937185
wide,13600,8,0.968639
wide,13600,9,0.970069
wide,13600,10,0.935756
wide,13600,11,0.985081
wide,13600,12,0.930037
wide,13600,13,0.957916
wide,13600,14,0.955772
wide,13600,15,0.93647
wide,13600,16,0.960061
wide,13600,17,0.972928
wide,13600,18,0.94076
wide,13600,19,0.975788
wide,13600,20,0.950768
wide,13600,21,0.966495
wide,13600,22,0.995089
wide,13600,23,0.940045
wide,13600,24,0.920743
wide,13600,25,0.904302
wide,13600,26,0.919314
wide,13600,27,0.972928
wide,13600,28,0.930752
wide,13600,29,0.948623
narrow,13600,0,0.948346
narrow,13600,1,0.947794
narrow,13600,2,0.950092
narrow,13600,3,0.940993
narrow,13600,4,0.946232
narrow,13600,5,0.942739
narrow,13600,6,0.94329
narrow,13600,7,0.938327
narrow,13600,8,0.944393
narrow,13600,9,0.941085
narrow,13600,10,0.943107
narrow,13600,11,0.941544
narrow,13600,12,0.941176
narrow,13600,13,0.946691
narrow,13600,14,0.949357
narrow,13600,15,0.93943
narrow,13600,16,0.947151
narrow,13600,17,0.939982
narrow,13600,18,0.943474
narrow,13600,19,0.946415
narrow,13600,20,0.951838
narrow,13600,21,0.952022
narrow,13600,22,0.951471
narrow,13600,23,0.937776
narrow,13600,24,0.947243
narrow,13600,25,0.948438
narrow,13600,26,0.951195
narrow,13600,27,0.940901
narrow,13600,28,0.936765
narrow,13600,29,0.938327
wide,14100,0,0.940496
wide,14100,1,0.965318
wide,14100,2,0.935669
wide,14100,3,0.957044
wide,14100,4,0.999105
wide,14100,5,0.932222
wide,14100,6,0.926016
wide,14100,7,0.928774
wide,14100,8,0.947391
wide,14100,9,0.946012
wide,14100,10,0.97704
wide,14100,11,0.961181
wide,14100,12,0.976351
wide,14100,13,0.926706
wide,14100,14,0.958423
wide,14100,15,0.997726
wide,14100,16,0.943254
wide,14100,17,0.90602
wide,14100,18,0.941875
wide,14100,19,0.92119
wide,14100,20,0.923258
wide,14100,21,0.93429
wide,14100,22,1.00324
wide,14100,23,0.969456
wide,14100,24,0.925327
wide,14100,25,0.937738
wide,14100,26,0.952218
wide,14100,27,0.93429
wide,14100,28,0.936359
wide,14100,29,0.967387
narrow,14100,0,0.941046
narrow,14100,1,0.946809
narrow,14100,2,0.944326
narrow,14100,3,0.94078
narrow,14100,4,0.936791
narrow,14100,5,0.945656
narrow,14100,6,0.94477
narrow,14100,7,0.943883
narrow,14100,8,0.941578
narrow,14100,9,0.955053
narrow,14100,10,0.942642
narrow,14100,11,0.944326
narrow,14100,12,0.947606
narrow,14100,13,0.942465
narrow,14100,14,0.952571
narrow,14100,15,0.945922
narrow,14100,16,0.947695
narrow,14100,17,0.938475
narrow,14100,18,0.947518
narrow,14100,19,0.941223
narrow,14100,20,0.937411
narrow,14100,21,0.941046
narrow,14100,22,0.946011
narrow,14100,23,0.947961
narrow,14100,24,0.943883
narrow,14100,25,0.951241
narrow,14100,26,0.944947
narrow,14100,27,0.94016
narrow,14100,28,0.949557
narrow,14100,29,0.949734
wide,14600,0,0.91761
wide,14600,1,0.968218
wide,14600,2,0.893637
wide,14600,3,0.983534
wide,14600,4,0.948907
wide,14600,5,0.952237
wide,14600,6,0.941582
wide,14600,7,0.945578
wide,14600,8,0.905624
wide,14600,9,0.962225
wide,14600,10,0.974211
wide,14600,11,0.96955
wide,14600,12,0.927598
wide,14600,13,0.951571
wide,14600,14,1.01217
wide,14600,15,0.916278
wide,14600,16,0.963557
wide,14600,17,0.978873
wide,14600,18,0.952903
wide,14600,19,0.960893
wide,14600,20,0.974877
wide,14600,21,0.970882
wide,14600,22,0.945578
wide,14600,23,0.926267
wide,14600,24,0.918276
wide,14600,25,0.926932
wide,14600,26,0.92893
wide,14600,27,0.944912
wide,14600,28,0.915612
wide,14600,29,0.975543
narrow,14600,0,0.944007
narrow,14600,1,0.946233
narrow,14600,2,0.949829
narrow,14600,3,0.936729
narrow,14600,4,0.943836
narrow,14600,5,0.943151
narrow,14600,6,0.942038
narrow,14600,7,0.944949
narrow,14600,8,0.942979
narrow,14600,9,0.938699
narrow,14600,10,0.943664
narrow,14600,11,0.945548
narrow,14600,12,0.945377
narrow,14600,13,0.944777
narrow,14600,14,0.950599
narrow,14600,15,0.945634
narrow,14600,16,0.945976
narrow,14600,17,0.941866
narrow,14600,18,0.940411
narrow,14600,19,0.944521
narrow,14600,20,0.95137
narrow,14600,21,0.940753
narrow,14600,22,0.949401
narrow,14600,23,0.943664
narrow,14600,24,0.944349
narrow,14600,25,0.942209
narrow,14600,26,0.946062
narrow,14600,27,0.946747
narrow,14600,28,0.945377
narrow,14600,29,0.9375
wide,15100,0,0.950323
wide,15100,1,0.962556
wide,15100,2,0.933583
wide,15100,3,0.949035
wide,15100,4,0.958049
wide,15100,5,0.955473
wide,15100,6,0.923925
wide,15100,7,0.941309
wide,15100,8,0.906541
wide,15100,9,0.962556
wide,15100,10,0.929719
wide,15100,11,0.939377
wide,15100,12,0.927144
wide,15100,13,0.998611
wide,15100,14,0.94324
wide,15100,15,0.918774
wide,15100,16,0.929719
wide,15100,17,0.930363
wide,15100,18,0.965131
wide,15100,19,0.907185
wide,15100,20,0.955473
wide,15100,21,0.95998
wide,15100,22,0.932295
wide,15100,23,0.934226
wide,15100,24,0.961268
wide,15100,25,0.950323
wide,15100,26,0.930363
wide,15100,27,0.95998
wide,15100,28,0.91813
wide,15100,29,0.924569
narrow,15100,0,0.94644
narrow,15100,1,0.944288
narrow,15100,2,0.949669
narrow,15100,3,0.939487
narrow,15100,4,0.954719
narrow,15100,5,0.946275
narrow,15100,6,0.943295
narrow,15100,7,0.942136
narrow,15100,8,0.944785
narrow,15100,9,0.936755
narrow,15100,10,0.951242
narrow,15100,11,0.941805
narrow,15100,12,0.93899
narrow,15100,13,0.946275
narrow,15100,14,0.94851
narrow,15100,15,0.945116
narrow,15100,16,0.940646
narrow,15100,17,0.948924
narrow,15100,18,0.942219
narrow,15100,19,0.949338
narrow,15100,20,0.94255
narrow,15100,21,0.94255
narrow,15100,22,0.937417
narrow,15100,23,0.943212
narrow,15100,24,0.938493
narrow,15100,25,0.944454
narrow,15100,26,0.94048
narrow,15100,27,0.934106
narrow,15100,28,0.945033
narrow,15100,29,0.938079
wide,15600,0,0.95601
wide,15600,1,0.916748
wide,15600,2,0.932951
wide,15600,3,0.958503
wide,15600,4,0.964735
wide,15600,5,0.942923
wide,15600,6,0.914878
wide,15600,7,0.998389
wide,15600,8,0.952894
wide,15600,9,0.951024
wide,15600,10,0.941053
wide,15600,11,0.970344
wide,15600,12,0.909892
wide,15600,13,0.926719
wide,15600,14,0.941676
wide,15600,15,0.908023
wide,15600,16,0.948531
wide,15600,17,0.962865
wide,15600,18,0.924226
wide,15600,19,0.920487
wide,15600,20,0.931705
wide,15600,21,0.92111
wide,15600,22,0.937314
wide,15600,23,0.948531
wide,15600,24,0.934198
wide,15600,25,0.929212
wide,15600,26,0.98904
wide,15600,27,0.939183
wide,15600,28,0.928589
wide,15600,29,0.948531
narrow,15600,0,0.941186
narrow,15600,1,0.947997
narrow,15600,2,0.943269
narrow,15600,3,0.947276
narrow,15600,4,0.948798
narrow,15600,5,0.945192
narrow,15600,6,0.94351
narrow,15600,7,0.944231
narrow,15600,8,0.936458
narrow,15600,9,0.949679
narrow,15600,10,0.944151
narrow,15600,11,0.940545
narrow,15600,12,0.949599
narrow,15600,13,0.941827
narrow,15600,14,0.944311
narrow,15600,15,0.950801
narrow,15600,16,0.937821
narrow,15600,17,0.953926
narrow,15600,18,0.949119
narrow,15600,19,0.948718
narrow,15600,20,0.95
narrow,15600,21,0.947516
narrow,15600,22,0.951763
narrow,15600,23,0.94399
narrow,15600,24,0.938702
narrow,15600,25,0.940064
narrow,15600,26,0.942548
narrow,15600,27,0.94359
narrow,15600,28,0.94383
narrow,15600,29,0.937179
wide,16100,0,0.969798
wide,16100,1,0.926924
wide,16100,2,0.955909
wide,16100,3,0.905185
wide,16100,4,0.975837
wide,16100,5,0.964363
wide,16100,6,0.943832
wide,16100,7,0.95289
wide,16100,8,0.956513
wide,16100,9,0.926924
wide,16100,10,0.974025
wide,16100,11,0.919074
wide,16100,12,0.966779
wide,16100,13,0.960136
wide,16100,14,0.96074
wide,16100,15,0.983687
wide,16100,16,0.937794
wide,16100,17,0.916055
wide,16100,18,0.938397
wide,16100,19,0.946852
wide,16100,20,0.940813
wide,16100,21,0.959533
wide,16100,22,0.884654
wide,16100,23,0.948663
wide,16100,24,0.94504
wide,16100,25,0.942021
wide,16100,26,0.946852
wide,16100,27,0.940813
wide,16100,28,1.00603
wide,16100,29,0.923905
narrow,16100,0,0.949767
narrow,16100,1,0.943012
narrow,16100,2,0.947671
narrow,16100,3,0.947283
narrow,16100,4,0.94868
narrow,16100,5,0.938665
narrow,16100,6,0.938509
narrow,16100,7,0.949767
narrow,16100,8,0.941615
narrow,16100,9,0.94705
narrow,16100,10,0.948913
narrow,16100,11,0.949922
narrow,16100,12,0.952019
narrow,16100,13,0.945342
narrow,16100,14,0.946118
narrow,16100,15,0.941693
narrow,16100,16,0.952873
narrow,16100,17,0.939363
narrow,16100,18,0.948525
narrow,16100,19,0.942314
narrow,16100,20,0.946661
narrow,16100,21,0.938354
narrow,16100,22,0.94146
narrow,16100,23,0.935792
narrow,16100,24,0.938509
narrow,16100,25,0.942158
narrow,16100,26,0.942935
narrow,16100,27,0.940373
narrow,16100,28,0.941537
narrow,16100,29,0.945575
wide,16600,0,0.917746
wide,16600,1,0.941759
wide,16600,2,0.982756
wide,16600,3,0.908375
wide,16600,4,0.962257
wide,16600,5,0.958743
wide,16600,6,0.949372
wide,16600,7,0.989198
wide,16600,8,0.951715
wide,16600,9,0.968114
wide,16600,10,0.952886
wide,16600,11,0.931217
wide,16600,12,0.940002
wide,16600,13,0.980413
wide,16600,14,0.886706
wide,16600,15,0.924774
wide,16600,16,0.975142
wide,16600,17,0.953472
wide,16600,18,0.973971
wide,16600,19,0.923017
wide,16600,20,0.942344
wide,16600,21,0.955815
wide,16600,22,0.915404
wide,16600,23,0.941173
wide,16600,24,0.920089
wide,16600,25,0.965186
wide,16600,26,0.966943
wide,16600,27,0.935902
wide,16600,28,0.922432
wide,16600,29,0.962257
narrow,16600,0,0.941265
narrow,16600,1,0.944503
narrow,16600,2,0.94631
narrow,16600,3,0.948117
narrow,16600,4,0.942018
narrow,16600,5,0.945105
narrow,16600,6,0.939232
narrow,16600,7,0.943373
narrow,16600,8,0.941566
narrow,16600,9,0.941642
narrow,16600,10,0.94134
narrow,16600,11,0.948946
narrow,16600,12,0.939759
narrow,16600,13,0.940964
narrow,16600,14,0.945181
narrow,16600,15,0.948795
narrow,16600,16,0.943223
narrow,16600,17,0.941642
narrow,16600,18,0.938855
narrow,16600,19,0.946762
narrow,16600,20,0.943298
narrow,16600,21,0.953991
narrow,16600,22,0.943148
narrow,16600,23,0.939759
narrow,16600,24,0.946611
narrow,16600,25,0.945633
narrow,16600,26,0.951732
narrow,16600,27,0.948117
narrow,16600,28,0.941416
narrow,16600,29,0.946988
wide,17100,0,0.917065
wide,17100,1,0.948903
wide,17100,2,0.956863
wide,17100,3,0.978468
wide,17100,4,0.973919
wide,17100,5,0.972782
wide,17100,6,0.905125
wide,17100,7,0.936395
wide,17100,8,0.958568
wide,17100,9,0.958568
wide,17100,10,0.951746
wide,17100,11,0.959706
wide,17100,12,0.92275
wide,17100,13,0.961411
wide,17100,14,0.935827
wide,17100,15,0.957431
wide,17100,16,0.93071
wide,17100,17,0.923319
wide,17100,18,0.939238
wide,17100,19,0.946629
wide,17100,20,0.95004
wide,17100,21,0.990407
wide,17100,22,0.947198
wide,17100,23,0.964822
wide,17100,24,0.940944
wide,17100,25,0.959706
wide,17100,26,0.940944
wide,17100,27,0.955157
wide,17100,28,0.908536
wide,17100,29,0.96596
narrow,17100,0,0.938596
narrow,17100,1,0.950731
narrow,17100,2,0.94152
narrow,17100,3,0.941667
narrow,17100,4,0.940278
narrow,17100,5,0.953143
narrow,17100,6,0.941374
narrow,17100,7,0.941082
narrow,17100,8,0.948099
narrow,17100,9,0.948465
narrow,17100,10,0.942909
narrow,17100,11,0.941886
narrow,17100,12,0.946711
narrow,17100,13,0.940205
narrow,17100,14,0.948392
narrow,17100,15,0.94152
narrow,17100,16,0.940863
narrow,17100,17,0.944591
narrow,17100,18,0.940863
narrow,17100,19,0.951608
narrow,17100,20,0.946345
narrow,17100,21,0.947442
narrow,17100,22,0.948684
narrow,17100,23,0.949488
narrow,17100,24,0.940132
narrow,17100,25,0.948611
narrow,17100,26,0.944737
narrow,17100,27,0.941447
narrow,17100,28,0.944298
narrow,17100,29,0.939401
wide,17600,0,0.971661
wide,17600,1,0.940727
wide,17600,2,0.961718
wide,17600,3,0.955642
wide,17600,4,0.963375
wide,17600,5,0.946803
wide,17600,6,0.914765
wide,17600,7,0.908688
wide,17600,8,0.919736
wide,17600,9,0.985471
wide,17600,10,0.945146
wide,17600,11,0.950118
wide,17600,12,0.904269
wide,17600,13,0.971661
wide,17600,14,0.944041
wide,17600,15,0.953985
wide,17600,16,0.919184
wide,17600,17,0.965032
wide,17600,18,0.919184
wide,17600,19,0.938518
wide,17600,20,0.916974
wide,17600,21,0.933546
wide,17600,22,0.881621
wide,17600,23,0.951775
wide,17600,24,0.900402
wide,17600,25,0.960613
wide,17600,26,0.932441
wide,17600,27,0.908688
wide,17600,28,0.946251
wide,17600,29,0.909793
narrow,17600,0,0.954332
narrow,17600,1,0.951207
narrow,17600,2,0.946236
narrow,17600,3,0.940838
narrow,17600,4,0.947869
narrow,17600,5,0.941974
narrow,17600,6,0.949006
narrow,17600,7,0.951349
narrow,17600,8,0.942898
narrow,17600,9,0.942756
narrow,17600,10,0.945455
narrow,17600,11,0.941193
narrow,17600,12,0.950923
narrow,17600,13,0.941406
narrow,17600,14,0.944176
narrow,17600,15,0.944247
narrow,17600,16,0.943395
narrow,17600,17,0.943253
narrow,17600,18,0.945028
narrow,17600,19